YEAR,std_dev
2013,0.0820797194259118
2014,0.08754624091113068
2015,0.09123676943132657
2016,0.04559518227622504
2017,0.043894813074864786
2018,0.04261775917742263
2019,0.04191084000737919
2020,0.05499013603914353
2021,0.041296382974097136
2022,0.04219116343266795
2023,0.04061271180114644
