YEAR,std_dev
2013,0.061680882723505345
2014,0.06714542384768199
2015,0.07332772550944092
2016,0.032716569036898985
2017,0.031269979139857296
2018,0.030902097760085616
2019,0.027713007679601855
2020,0.0405164356415808
2021,0.03201917158412123
2022,0.030964725004749272
2023,0.02855739551207099
