YEAR,std_dev
2013,0.06307320311693027
2014,0.06878949954466165
2015,0.07501780891525223
2016,0.03289595240451411
2017,0.031473252127641384
2018,0.0311103165205097
2019,0.027811168241831986
2020,0.04058395187504621
2021,0.032088868690387753
2022,0.031008344225013845
2023,0.028600197742196
